"name","Rank","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","appid","release_date","english","developer","publisher","platforms","required_age","categories","genres","steamspy_tags","achievements","positive_ratings","negative_ratings","average_playtime","median_playtime","owners","price","Total_ratings","Proportion_ratings_pos","Proportion_ratings_neg"
"cossacks european wars",14691,"PC","2001","Strategy","Strategy First",0,0.02,0,0,0.03,4880,"2011-08-26",1,"GSC Game World","GSC World Publishing","windows",0,"Single-player","Strategy","Strategy;RTS;Historical",0,170,66,1,1,"100000-200000","3.99",236,0.720338983050847,0.279661016949153
"counterstrike",1833,"XB","2003","Shooter","Microsoft Game Studios",0.85,0.23,0,0.04,1.11,10,"2000-11-01",1,"Valve","Valve","windows;mac;linux",0,"Multi-player;Online Multi-Player;Local Multi-Player;Valve Anti-Cheat enabled","Action","Action;FPS;Multiplayer",0,124534,3339,17612,317,"10000000-20000000","7.19",127873,0.973888154653445,0.0261118453465548
"counterstrike source",11197,"PC","2004","Shooter","Vivendi Games",0,0.07,0,0.02,0.09,240,"2004-11-01",1,"Valve","Valve","windows;mac;linux",0,"Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes Source SDK","Action","Action;FPS;Multiplayer",147,76640,3497,6842,400,"10000000-20000000","7.19",80137,0.95636222968167,0.0436377703183299
"cradle of rome",6747,"DS","2008","Puzzle","Rising Star Games",0.06,0.16,0,0.03,0.25,38170,"2010-02-20",1,"Awem Studio","iWin","windows",0,"Single-player","Casual","Casual;Match 3",0,16,2,0,0,"0-20000","6.99",18,0.888888888888889,0.111111111111111
"crazy machines",14070,"DS","2008","Puzzle","DTP Entertainment",0,0.03,0,0,0.04,18420,"2008-12-12",1,"Fakt Software","Viva Media","windows",0,"Single-player","Casual;Strategy","Casual;Strategy;Puzzle",0,98,24,0,0,"50000-100000","6.99",122,0.80327868852459,0.19672131147541
"crazy taxi",609,"PS2","2001","Racing","Acclaim Entertainment",1.13,1.12,0.06,0.22,2.52,71230,"2011-03-04",1,"SEGA","SEGA","windows",0,"Single-player;Partial Controller Support","Action;Racing","Racing;Action;Arcade",12,1240,273,17,22,"200000-500000","5.59",1513,0.819563780568407,0.180436219431593
"creeper world 3 arc eternal",10550,"Wii","2009","Strategy","Namco Bandai Games",0,0,0.1,0,0.1,280220,"2014-03-27",1,"Knuckle Cracker","Knuckle Cracker","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Cloud;Stats;Includes level editor","Indie;Simulation;Strategy","Strategy;Tower Defense;Indie",139,2347,87,862,894,"100000-200000","11.39",2434,0.964256368118324,0.0357436318816763
"crush",11408,"PSP","2007","Puzzle","Sega",0.07,0,0,0.01,0.08,262980,"2014-02-17",1,"Artnumeris","Artnumeris","windows",0,"Single-player;Steam Achievements;Steam Leaderboards","Action;Indie","Indie;Shoot 'Em Up;Action",8,24,77,0,0,"20000-50000","1.59",101,0.237623762376238,0.762376237623762
"crysis",2857,"PC","2007","Shooter","Electronic Arts",0,0.69,0,0.03,0.72,17300,"2008-09-17",1,"Crytek","Electronic Arts","windows",0,"Single-player","Action","FPS;Action;Sci-fi",0,6075,1277,313,105,"1000000-2000000","9.99",7352,0.826305767138194,0.173694232861806
"crysis warhead",15465,"PC","2008","Shooter","Electronic Arts",0,0.02,0,0,0.02,17330,"2008-09-17",1,"Crytek","Electronic Arts","windows",0,"Single-player","Action","Action;FPS;Sci-fi",0,1694,312,18,29,"500000-1000000","7.99",2006,0.844466600199402,0.155533399800598
"cut the rope",12019,"3DS","2014","Puzzle","Activision",0.06,0,0,0.01,0.07,223280,"2013-03-22",1,"Zeptolab UK Limited","Zeptolab UK Limited","windows",0,"Single-player","Indie;Casual","Indie;Casual;Touch-Friendly",0,49,5,0,0,"0-20000","3.99",54,0.907407407407407,0.0925925925925926
"cyberia",11239,"PS","1995","Action","Interplay",0.05,0.03,0,0.01,0.09,624080,"2017-05-17",1,"Xatrix Entertainment","Interplay Entertainment Corp.","windows",0,"Single-player","Action;Adventure;Simulation","Action;Adventure;Simulation",0,12,0,0,0,"0-20000","6.99",12,1,0
"damage inc pacific squadron wwii",11828,"X360","2012","Simulation","Mad Catz",0.07,0,0,0.01,0.07,215390,"2012-08-28",1,"Trickstar Games","Mad Catz","windows",0,"Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud","Action;Simulation","Action;Simulation;Flight",36,6,6,0,0,"0-20000","29.99",12,0.5,0.5
"damnation",11004,"PS3","2009","Shooter","Codemasters",0.07,0.01,0,0.01,0.09,12790,"2009-05-22",1,"Blue Omega Entertainment","Codemasters","windows",0,"Single-player;Multi-player;Co-op","Action;Adventure","Action;Adventure;Steampunk",0,132,182,0,0,"50000-100000","6.99",314,0.420382165605096,0.579617834394904
"danganronpa 2 goodbye despair",7762,"PSP","2012","Misc","Spike",0,0,0.19,0,0.19,413420,"2016-04-18",1,"Spike Chunsoft Co., Ltd.;Abstraction Games","Spike Chunsoft Co., Ltd.","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Adventure","Anime;Detective;Visual Novel",47,4677,148,1909,2068,"200000-500000","14.99",4825,0.969326424870466,0.0306735751295337
"danganronpa another episode ultra despair girls",6212,"PSV","2014","Action","Nippon Ichi Software",0.1,0.03,0.12,0.04,0.28,555950,"2017-06-27",1,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Action","Anime;Action;Female Protagonist",35,901,76,818,1103,"20000-50000","22.99",977,0.922210849539406,0.0777891504605936
"danganronpa trigger happy havoc",6921,"PSP","N/A","Misc","Unknown",0,0,0.24,0,0.24,413410,"2016-02-18",1,"Spike Chunsoft Co., Ltd.;Abstraction Games","Spike Chunsoft Co., Ltd.","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Adventure","Anime;Mystery;Visual Novel",38,5714,167,1636,1880,"200000-500000","14.99",5881,0.971603468797823,0.0283965312021765
"dark sector",4154,"PS3","2008","Shooter","D3Publisher",0.23,0.16,0.01,0.07,0.47,29900,"2009-03-24",1,"Digital Extremes","ND Games","windows",0,"Single-player;Multi-player;Partial Controller Support","Action","Action;Third-Person Shooter;Singleplayer",0,337,96,0,0,"50000-100000","6.99",433,0.778290993071594,0.221709006928406
"dark souls ii",3430,"PS4","2015","Role-Playing","Namco Bandai Games",0.2,0.22,0.08,0.08,0.59,236430,"2014-04-25",1,"FromSoftware, Inc","BANDAI NAMCO Entertainment;FromSoftware, Inc","windows",16,"Single-player;Multi-player;Co-op;Steam Achievements;Full controller support","Action;RPG","RPG;Dark Fantasy;Difficult",38,30008,3799,2377,3041,"1000000-2000000","29.99",33807,0.887626822847339,0.112373177152661
"dark souls iii",1191,"PS4","2016","Role-Playing","Namco Bandai Games",0.58,0.44,0.33,0.21,1.56,374320,"2016-04-11",1,"FromSoftware, Inc.","FromSoftware, Inc.;BANDAI NAMCO Entertainment","windows",0,"Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards","Action","Dark Fantasy;Difficult;RPG",43,100412,9953,4222,1776,"2000000-5000000","39.99",110365,0.909817424002175,0.0901825759978254
"dark void",15792,"PC","2010","Action","Capcom",0,0.01,0,0,0.02,45710,"2010-01-22",1,"Airtight Games","Capcom","windows",0,"Single-player;Partial Controller Support","Action;Adventure","Action;Adventure;Third-Person Shooter",0,218,230,143,143,"50000-100000","6.49",448,0.486607142857143,0.513392857142857
"darkest of days",10833,"X360","2009","Shooter","Phantom EFX",0.09,0,0,0.01,0.09,37700,"2010-03-01",1,"8monkey Labs","Phantom EFX","windows",0,"Single-player;Partial Controller Support","Action","Action;FPS;Time Travel",0,158,63,0,0,"0-20000","14.99",221,0.714932126696833,0.285067873303167
"darkstar one",14056,"PC","2006","Simulation","Ubisoft",0,0.03,0,0.01,0.04,12330,"2008-02-13",1,"Ascaron Entertainment ltd.","Strategy First","windows",0,"Single-player","Action","Action;Space;Sci-fi",0,256,59,0,0,"100000-200000","6.99",315,0.812698412698413,0.187301587301587
"darkstone",3061,"PS","2001","Role-Playing","Electronic Arts",0.37,0.25,0,0.04,0.66,320320,"2014-09-25",1,"Delphine Software","Microids","windows",0,"Single-player;Shared/Split Screen","Action;RPG","RPG;Action;Hack and Slash",0,160,56,27375,27375,"50000-100000","3.99",216,0.740740740740741,0.259259259259259
"dc universe online",6952,"PC","2011","Role-Playing","Sony Online Entertainment",0.16,0.06,0,0.02,0.24,24200,"2011-11-02",1,"Daybreak Game Company","Daybreak Game Company","windows",0,"Multi-player;MMO;Steam Achievements;Full controller support","Action;Adventure;Free to Play;Massively Multiplayer;RPG","Free to Play;Superhero;Massively Multiplayer",169,10138,2654,2990,3851,"2000000-5000000","0.0",12792,0.792526579111945,0.207473420888055
"de blob",2131,"Wii","2008","Platform","THQ",0.5,0.37,0,0.1,0.97,532320,"2017-04-27",1,"Blue Tongue Entertainment;Blitworks","THQ Nordic","windows",0,"Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support;Steam Cloud","Action;Adventure;Casual;Indie","Casual;Adventure;Action",23,86,4,0,0,"0-20000","17.99",90,0.955555555555556,0.0444444444444444
"de blob 2",8728,"X360","2011","Platform","THQ",0.1,0.04,0,0.01,0.15,563190,"2017-06-22",1,"Blue Tongue Entertainment;Blitworks","THQ Nordic","windows",0,"Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud","Action;Adventure;Indie","Action;Adventure;Indie",25,29,5,0,0,"0-20000","17.99",34,0.852941176470588,0.147058823529412
"dead rising",794,"X360","2006","Action","Capcom",1.16,0.65,0.08,0.2,2.09,427190,"2016-09-12",1,"Capcom","Capcom","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Adventure","Action;Zombies;Adventure",50,1595,190,166,166,"100000-200000","15.99",1785,0.893557422969188,0.106442577030812
"dead rising 2",1265,"X360","2010","Action","Capcom",0.75,0.53,0.09,0.12,1.5,45740,"2010-09-27",1,"Capcom Vancouver","Capcom","windows",18,"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Action;Adventure","Zombies;Action;Open World",50,2713,934,1108,993,"500000-1000000","14.99",3647,0.743899095146696,0.256100904853304
"dead rising 2 off the record",5560,"PS3","2011","Action","Capcom",0.11,0.08,0.1,0.03,0.33,45770,"2011-10-11",1,"Capcom Vancouver","Capcom","windows",18,"Single-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Action;Adventure","Action;Zombies;Open World",50,1387,376,435,621,"200000-500000","14.99",1763,0.786727169597277,0.213272830402723
"dead space",3384,"PC","2008","Action","Electronic Arts",0,0.53,0,0.06,0.59,17470,"2009-01-09",1,"EA Redwood Shores","Electronic Arts","windows",0,"Single-player;Full controller support","Action","Horror;Action;Sci-fi",0,9136,1049,295,178,"2000000-5000000","14.99",10185,0.897005400098184,0.102994599901816
"dead space 2",1345,"PS3","2011","Shooter","Electronic Arts",0.73,0.5,0,0.21,1.44,47780,"2011-01-27",1,"Visceral Games","Electronic Arts","windows",0,"Single-player;Multi-player;Partial Controller Support","Action","Horror;Action;Sci-fi",0,8943,493,292,272,"1000000-2000000","14.99",9436,0.947753285290377,0.0522467147096227
"deathsmiles",6111,"X360","2009","Shooter","Rising Star Games",0.15,0.06,0.05,0.02,0.28,314180,"2016-03-10",1,"CAVE Interactive CO.,LTD.","Degica","windows",0,"Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Indie","Shoot 'Em Up;Bullet Hell;Arcade",48,276,7,688,688,"20000-50000","14.99",283,0.975265017667845,0.0247349823321555
"defiance",5245,"PS3","2013","Shooter","Trion Worlds",0.19,0.11,0,0.05,0.36,224600,"2014-06-04",1,"Trion Worlds","Trion Worlds","windows",18,"Multi-player;MMO;Co-op;Steam Trading Cards;Partial Controller Support","Action;Free to Play;Massively Multiplayer;RPG","Free to Play;Action;Open World",0,9150,2808,953,324,"2000000-5000000","0.0",11958,0.765178123432012,0.234821876567988
"delta force black hawk down",4291,"PS2","2005","Shooter","NovaLogic",0.22,0.17,0,0.06,0.46,32670,"2009-06-18",1,"NovaLogic","NovaLogic;THQ Nordic","windows",0,"Single-player;Multi-player","Action","Action;FPS;Military",0,258,23,0,0,"20000-50000","0.0",281,0.918149466192171,0.0818505338078292
"demigod",14976,"PC","2009","Strategy","Atari",0,0.02,0,0,0.02,202710,"2011-12-14",1,"Gas Powered Games","Stardock Entertainment","windows",0,"Single-player;Multi-player;Online Multi-Player;Online Co-op","Nudity;Violent;Action;RPG;Strategy","Strategy;MOBA;RPG",0,564,212,149,270,"100000-200000","7.19",776,0.72680412371134,0.27319587628866
"demolition company gold edition",15356,"PC","2011","Simulation","N/A",0,0.02,0,0,0.02,65270,"2011-08-04",1,"Giants Software","Giants Software","windows",0,"Single-player;Partial Controller Support","Simulation","Simulation;Destruction;Singleplayer",0,144,27,0,0,"20000-50000","7.19",171,0.842105263157895,0.157894736842105
"deponia",8748,"PC","2012","Adventure","Daedalic",0,0.13,0,0.03,0.15,214340,"2012-08-06",1,"Daedalic Entertainment","Daedalic Entertainment","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Adventure;Indie","Adventure;Point & Click;Comedy",19,7208,840,217,193,"500000-1000000","6.99",8048,0.895626242544732,0.104373757455268
"descent",7799,"PS","1996","Shooter","Interplay",0.11,0.07,0,0.01,0.19,273570,"2014-02-11",1,"Parallax","Interplay Inc.","windows",0,"Single-player;Multi-player","Action","Classic;Action;6DOF",0,263,10,0,0,"20000-50000","7.19",273,0.963369963369963,0.0366300366300366
"desire",9183,"SAT","1997","Adventure","Imadio",0,0,0.14,0,0.14,805760,"2018-05-10",1,"Sylvain Seccia","Petite Fleur Productions","windows;mac",0,"Single-player;Steam Achievements","Adventure;Indie","Adventure;Sexual Content;Indie",4,20,17,0,0,"0-20000","7.19",37,0.540540540540541,0.459459459459459
"deus ex invisible war",5476,"XB","2003","Shooter","Eidos Interactive",0.25,0.07,0,0.01,0.33,6920,"2007-03-29",1,"Ion Storm","Square Enix","windows",16,"Single-player","Action","Cyberpunk;Action;FPS",0,649,433,24,31,"500000-1000000","4.99",1082,0.599815157116451,0.400184842883549
"deus ex mankind divided",15412,"PC","2016","Role-Playing","Square Enix",0,0.02,0,0,0.02,337000,"2016-08-23",1,"Eidos Montreal;Feral Interactive (Linux);Feral Interactive (Mac)","Square Enix;Feral Interactive (Linux);Feral Interactive (Mac)","windows;mac;linux",18,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;RPG","Cyberpunk;Stealth;Action",81,16023,7344,798,977,"1000000-2000000","19.99",23367,0.685710617537553,0.314289382462447
"devil may cry 4",10906,"PS4","2015","Action","Capcom",0.01,0,0.08,0,0.09,45700,"2009-12-22",1,"Capcom","Capcom","windows",0,"Single-player;Full controller support","Action;Adventure","Action;Hack and Slash;Character Action Game",0,1620,144,789,946,"200000-500000","15.99",1764,0.918367346938776,0.0816326530612245
"devil may cry hd collection",4478,"X360","2012","Action","Capcom",0.28,0.11,0.01,0.03,0.44,631510,"2018-03-13",1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","windows",16,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Action","Action;Hack and Slash;Character Action Game",99,1217,211,125,146,"50000-100000","24.99",1428,0.852240896358543,0.147759103641457
"dirt rally",14758,"PC","2016","Racing","Codemasters",0,0.03,0,0,0.03,310560,"2015-12-07",1,"Codemasters Racing Studio;Feral Interactive (Linux);Feral Interactive (Mac)","Codemasters;Feral Interactive (Linux);Feral Interactive (Mac)","windows;mac;linux",0,"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards","Racing;Simulation;Sports","Racing;Simulation;Driving",170,17632,2496,488,251,"1000000-2000000","24.99",20128,0.875993640699523,0.124006359300477
"dishonored",1033,"X360","2012","Action","Bethesda Softworks",1.06,0.52,0.01,0.14,1.73,205100,"2012-10-11",1,"Arkane Studios","Bethesda Softworks","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Cloud","Action;Adventure","Stealth;First-Person;Action",80,41756,1269,749,565,"2000000-5000000","7.99",43025,0.970505520046485,0.0294944799535154
"disney princess enchanted journey",7091,"PS2","2007","Adventure","Disney Interactive Studios",0.11,0.09,0,0.03,0.23,322130,"2014-10-10",1,"Papaya Studio","Disney Interactive","windows",0,"Single-player;Shared/Split Screen","Adventure","Adventure;Female Protagonist;Action",0,15,3,0,0,"0-20000","15.49",18,0.833333333333333,0.166666666666667
"disney tangled",2947,"Wii","2010","Action","Disney Interactive Studios",0.47,0.17,0,0.05,0.69,318950,"2014-10-06",1,"Planet Moon Studios","Disney Interactive","windows",0,"Single-player;Shared/Split Screen;Partial Controller Support;Steam Cloud","Action;Adventure","Adventure;Action;Family Friendly",0,17,13,0,0,"0-20000","15.49",30,0.566666666666667,0.433333333333333
"disney universe",1935,"Wii","2011","Action","Disney Interactive Studios",0.67,0.3,0,0.1,1.07,316260,"2014-10-06",1,"Eurocom","Disney Interactive","windows",0,"Single-player;Shared/Split Screen;Full controller support;Steam Cloud","Action;Adventure","Family Friendly;Action;Adventure",0,72,22,0,0,"0-20000","15.49",94,0.765957446808511,0.234042553191489
"disneys aladdin",14545,"GBA","2003","Platform","Capcom",0.02,0.01,0,0,0.03,561100,"2017-12-18",1,"Virgin Games","Disney Interactive","windows;mac",0,"Single-player;Partial Controller Support","Action;Adventure","Action;Adventure;Classic",0,22,12,2,2,"0-20000","6.99",34,0.647058823529412,0.352941176470588
"disneys chicken little",6328,"GC","2005","Platform","Disney Interactive Studios",0.21,0.05,0,0.01,0.27,339040,"2015-02-24",1,"Avalanche Software","Disney Interactive","windows",0,"Single-player;Partial Controller Support;Steam Cloud","Action;Adventure","Adventure;Action;Anime",0,111,21,0,0,"0-20000","7.19",132,0.840909090909091,0.159090909090909
"disneys chicken little ace in action",12263,"DS","2006","Shooter","Disney Interactive Studios",0.06,0,0,0,0.06,338300,"2015-02-24",1,"Avalanche Software","Disney Interactive","windows",0,"Single-player;Shared/Split Screen;Partial Controller Support;Steam Cloud","Action;Adventure","Action;Adventure;World War II",0,12,2,0,0,"0-20000","15.49",14,0.857142857142857,0.142857142857143
"disneys the jungle book",10647,"GBA","2002","Platform","Ubisoft",0.07,0.03,0,0,0.1,561110,"2017-12-18",1,"Eurocom","Disney Interactive","windows;mac;linux",0,"Single-player;Partial Controller Support","Action;Adventure","Action;Adventure;Classic",0,3,1,16,16,"0-20000","6.99",4,0.75,0.25
"disneys the lion king",970,"SNES","1994","Platform","Virgin Interactive",1.26,0.39,0.08,0.06,1.79,561120,"2017-12-18",1,"Westwood Studios","Disney Interactive","windows;mac;linux",0,"Single-player;Partial Controller Support","Action;Adventure","Action;Adventure;Classic",0,37,25,14,14,"0-20000","6.99",62,0.596774193548387,0.403225806451613
"dmc devil may cry",2520,"PS3","2013","Action","Capcom",0.24,0.28,0.19,0.12,0.82,220440,"2013-01-24",1,"Ninja Theory","Capcom","windows",16,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Adventure","Action;Hack and Slash;Great Soundtrack",58,14820,956,533,558,"1000000-2000000","23.99",15776,0.939401622718053,0.0605983772819473
"dodonpachi resurrection",12944,"X360","2010","Shooter","Rising Star Games",0,0.05,0,0.01,0.05,464450,"2016-10-13",1,"CAVE Interactive CO.,LTD.","Degica","windows",0,"Single-player;Local Multi-Player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action","Bullet Hell;Shoot 'Em Up;Action",100,410,16,51,51,"20000-50000","22.99",426,0.962441314553991,0.0375586854460094
"dokuro",16271,"PSV","2012","Action","GungHo",0,0,0.01,0,0.01,317840,"2014-12-08",1,"GAME ARTS Co., Ltd.","GungHo Online Entertainment America, Inc.","windows",0,"Single-player;Steam Achievements;Captions available;Partial Controller Support","Action;Casual","Action;Casual;Platformer",31,32,8,0,0,"0-20000","6.99",40,0.8,0.2
"don bradman cricket 14",15287,"PS3","2014","Sports","Tru Blu Entertainment",0,0.02,0,0,0.02,216260,"2014-06-25",1,"Big Ant Studios","Big Ant Studios","windows",0,"Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards","Indie;Simulation;Sports","Sports;Simulation;Indie",35,444,52,0,0,"20000-50000","15.49",496,0.895161290322581,0.104838709677419
"doom",9087,"GBA","2001","Shooter","Activision",0.1,0.04,0,0,0.14,379720,"2016-05-12",1,"id Software","Bethesda Softworks","windows",18,"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Action","FPS;Action;Gore",54,68536,5156,751,560,"2000000-5000000","14.99",73692,0.930033110785431,0.0699668892145687
"doom 3",10574,"PC","2004","Shooter","Activision",0.05,0.04,0,0.01,0.1,9050,"2007-08-03",1,"id Software","id Software","windows",0,"Single-player;Multi-player;Steam Cloud","Action","Horror;FPS;Action",0,2633,376,362,394,"200000-500000","0.0",3009,0.875041542040545,0.124958457959455
"doom 3 bfg edition",3438,"PS3","2012","Shooter","Bethesda Softworks",0.26,0.22,0,0.1,0.59,208200,"2012-10-18",1,"id Software","Bethesda Softworks","windows",18,"Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Leaderboards","Action","FPS;Horror;Action",65,3957,772,644,985,"500000-1000000","14.99",4729,0.836751956016071,0.163248043983929
